☘️广东频道,#genre#
潮州综合,http://livezhpd.czbtv.com:38880/live/ctvzhpd.m3u8?secret=czbtv20260101$自用源
潮州综合,http://115.190.252.60/gdtouch.php?id=1224$自用源
潮州综合,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=UPmGsF&tk=EuWQIWwVA7n1$自用源
潮州综合,http://183.51.190.224:6633/udp/239.253.43.70:5146$订阅源
潮州综合,http://183.236.43.98:4013/udp/239.253.43.70:5146$订阅源
潮州综合,http://183.30.201.218:10002/udp/239.253.43.70:5146$订阅源
潮州综合,http://183.239.108.37:1698/hls/8/index.m3u8$1698
潮州综合,http://27.41.245.32:801/hls/200/index.m3u8$订阅源
潮州综合,http://pr.19760929.xyz:9688/rtp/239.253.43.70:5146$9688
潮州综合,http://113.119.24.150:58888/udp/239.253.43.70:5146$订阅源
潮州综合,http://gd.wsd.gd.cn:1698/hls/8/index.m3u8$订阅源
潮州综合,http://113.119.26.229:58888/udp/239.253.43.70:5146$订阅源
潮州民生,http://livezhpd.czbtv.com:38880/live/ggpd.m3u8?secret=czbtv20260101$自用源
潮州民生,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=VGsfIL&tk=EuWQIWwVA7n1$自用源
潮州民生,http://183.51.190.224:6633/udp/239.253.43.75:5146$订阅源
潮州民生,http://183.236.43.98:4013/udp/239.253.43.75:5146$订阅源
潮州民生,http://183.30.201.218:10002/udp/239.253.43.75:5146$订阅源
潮州民生,http://pr.19760929.xyz:9688/rtp/239.253.43.75:5146$9688
潮州民生,http://183.239.108.37:1698/hls/9/index.m3u8$1698
潮州民生,http://113.119.24.150:58888/udp/239.253.43.75:5146$订阅源
潮州民生,http://gd.wsd.gd.cn:1698/hls/9/index.m3u8$订阅源
潮州民生,http://113.119.26.229:58888/udp/239.253.43.75:5146$订阅源
汕头综合,http://gd.sohu.blog/gdst.php?id=st1$自用源
汕头综合,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=klqapJ&tk=EuWQIWwVA7n1$自用源
汕头综合,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=EWNtar&tk=EuWQIWwVA7n1$自用源
汕头综合,http://183.30.201.218:10002/udp/239.253.43.45:5146$订阅源
汕头综合,http://183.236.43.98:4013/udp/239.253.43.45:5146$订阅源
汕头综合,http://183.51.190.224:6633/udp/239.77.1.130:5146$订阅源
汕头综合,http://183.30.201.218:10002/udp/239.77.1.130:5146$订阅源
汕头综合,http://27.41.245.32:801/hls/901/index.m3u8$订阅源
汕头综合,http://183.239.108.37:1698/hls/3/index.m3u8$1698
汕头综合,http://pr.19760929.xyz:9688/rtp/239.253.43.45:5146$9688
汕头综合,http://113.119.24.150:58888/udp/239.253.43.45:5146$订阅源
汕头综合,http://113.119.26.229:58888/udp/239.253.43.45:5146$订阅源
汕头综合,http://183.51.190.224:6633/udp/239.253.43.45:5146$订阅源
汕头经济,http://gd.sohu.blog/gdst.php?id=st2$自用源
汕头经济,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=a0Xfso&tk=EuWQIWwVA7n1$自用源
汕头经济,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=jjovNE&tk=EuWQIWwVA7n1$自用源
汕头经济,http://183.30.201.218:10002/udp/239.253.43.46:5146$订阅源
汕头经济,http://183.236.43.98:4013/udp/239.253.43.46:5146$订阅源
汕头经济,http://183.51.190.224:6633/udp/239.253.43.46:5146$订阅源
汕头经济,http://183.30.201.218:10002/udp/239.77.1.131:5146$订阅源
汕头经济,http://gd.wsd.gd.cn:1698/hls/4/index.m3u8$订阅源
汕头经济,http://27.41.245.32:801/hls/903/index.m3u8$订阅源
汕头经济,http://pr.19760929.xyz:9688/rtp/239.253.43.46:5146$9688
汕头经济,http://113.119.24.150:58888/udp/239.253.43.46:5146$订阅源
汕头经济,http://113.119.26.229:58888/udp/239.253.43.46:5146$订阅源
汕头经济,http://183.51.190.224:6633/udp/239.77.1.131:5146$订阅源
揭阳生活,http://123.207.224.130:123/guangdong/jieyang.php?id=jysh$自用源
揭阳生活,http://47.108.20.161:8866/guangdong/jieyang.php?id=jysh$自用源
揭阳生活,http://183.51.190.224:6633/udp/239.77.0.251:5146$订阅源
揭阳生活,http://183.30.201.218:10002/udp/239.77.0.251:5146$订阅源
